Game,Score,Record,Mean Score
77,0,8,0.7012987012987013
78,2,8,0.717948717948718
79,4,8,0.759493670886076
80,0,8,0.75
81,0,8,0.7407407407407407
82,0,8,0.7317073170731707
83,0,8,0.7228915662650602
84,12,12,0.8571428571428571
85,6,12,0.9176470588235294
86,8,12,1.0
87,4,12,1.0344827586206897
88,0,12,1.0227272727272727
89,0,12,1.0112359550561798
90,0,12,1.0
91,18,18,1.1868131868131868
92,2,18,1.1956521739130435
93,14,18,1.3333333333333333
94,9,18,1.4148936170212767
95,0,18,1.4
96,8,18,1.46875
97,0,18,1.4536082474226804
98,5,18,1.489795918367347
99,27,27,1.7474747474747474
100,33,33,2.06
101,25,33,2.287128712871287
102,15,33,2.411764705882353
103,19,33,2.5728155339805827
104,41,41,2.9423076923076925
105,18,41,3.085714285714286
106,21,41,3.2547169811320753
107,45,45,3.6448598130841123
108,36,45,3.9444444444444446
109,35,45,4.229357798165138
110,21,45,4.381818181818182
111,47,47,4.7657657657657655
112,19,47,4.892857142857143
113,40,47,5.20353982300885
114,20,47,5.333333333333333
115,25,47,5.504347826086956
116,22,47,5.646551724137931
117,38,47,5.923076923076923
118,50,50,6.296610169491525
119,50,50,6.663865546218488
120,25,50,6.816666666666666
121,35,50,7.049586776859504
122,21,50,7.163934426229508
123,30,50,7.349593495934959
124,25,50,7.491935483870968
125,22,50,7.608
126,41,50,7.873015873015873
127,43,50,8.149606299212598
128,26,50,8.2890625
129,37,50,8.511627906976743
130,17,50,8.576923076923077
131,35,50,8.778625954198473
132,36,50,8.984848484848484
133,38,50,9.203007518796992
134,46,50,9.477611940298507
135,47,50,9.755555555555556
136,33,50,9.926470588235293
137,42,50,10.16058394160584
138,35,50,10.340579710144928
139,14,50,10.366906474820144
140,27,50,10.485714285714286
141,23,50,10.574468085106384
142,20,50,10.640845070422536
143,29,50,10.76923076923077
144,17,50,10.8125
145,69,69,11.213793103448277
146,19,69,11.267123287671232
147,22,69,11.34013605442177
148,25,69,11.432432432432432
149,44,69,11.651006711409396
150,35,69,11.806666666666667
151,18,69,11.847682119205299
152,29,69,11.960526315789474
153,26,69,12.052287581699346
154,24,69,12.12987012987013
155,50,69,12.374193548387098
156,27,69,12.467948717948717
157,42,69,12.656050955414013
158,27,69,12.746835443037975
159,23,69,12.81132075471698
160,22,69,12.86875
161,10,69,12.850931677018634
162,59,69,13.135802469135802
163,44,69,13.325153374233128
164,39,69,13.481707317073171
165,25,69,13.55151515151515
166,31,69,13.656626506024097
167,28,69,13.74251497005988
168,40,69,13.898809523809524
169,42,69,14.065088757396449
170,26,69,14.135294117647058
171,34,69,14.251461988304094
172,38,69,14.38953488372093
173,27,69,14.46242774566474
174,50,69,14.666666666666666
175,33,69,14.771428571428572
176,40,69,14.914772727272727
177,40,69,15.056497175141242
178,31,69,15.146067415730338
179,51,69,15.346368715083798
180,13,69,15.333333333333334
181,27,69,15.397790055248619
182,48,69,15.576923076923077
183,35,69,15.683060109289617
184,37,69,15.798913043478262
185,25,69,15.848648648648648
186,60,69,16.086021505376344
187,28,69,16.149732620320854
188,15,69,16.143617021276597
189,41,69,16.275132275132275
190,33,69,16.36315789473684
191,32,69,16.445026178010473
192,21,69,16.46875
193,72,72,16.756476683937823
194,59,72,16.97422680412371
195,29,72,17.035897435897436
196,17,72,17.035714285714285
197,44,72,17.17258883248731
198,31,72,17.242424242424242
199,38,72,17.34673366834171
200,44,72,17.48
201,37,72,17.577114427860696
202,29,72,17.633663366336634
203,26,72,17.67487684729064
204,31,72,17.74019607843137
205,21,72,17.75609756097561
206,28,72,17.805825242718445
207,35,72,17.88888888888889
208,27,72,17.932692307692307
209,12,72,17.904306220095695
210,18,72,17.904761904761905
211,42,72,18.018957345971565
212,45,72,18.14622641509434
213,49,72,18.291079812206572
214,27,72,18.33177570093458
215,21,72,18.344186046511627
216,48,72,18.48148148148148
217,41,72,18.5852534562212
218,30,72,18.637614678899084
219,39,72,18.730593607305938
220,25,72,18.759090909090908
221,31,72,18.81447963800905
222,31,72,18.86936936936937
223,45,72,18.986547085201792
224,34,72,19.053571428571427
225,36,72,19.128888888888888
226,52,72,19.27433628318584
227,29,72,19.31718061674009
228,24,72,19.337719298245613
229,51,72,19.475982532751093
230,27,72,19.508695652173913
231,27,72,19.541125541125542
232,31,72,19.59051724137931
233,21,72,19.59656652360515
234,44,72,19.700854700854702
235,26,72,19.727659574468085
236,43,72,19.826271186440678
237,35,72,19.890295358649787
238,31,72,19.936974789915965
239,31,72,19.98326359832636
240,44,72,20.083333333333332
241,46,72,20.190871369294605
242,14,72,20.165289256198346
243,37,72,20.234567901234566
244,40,72,20.315573770491802
245,23,72,20.3265306122449
246,38,72,20.398373983739837
247,32,72,20.445344129554655
248,43,72,20.536290322580644
249,26,72,20.55823293172691
250,49,72,20.672
251,38,72,20.741035856573706
252,21,72,20.74206349206349
253,25,72,20.75889328063241
254,28,72,20.787401574803148
255,25,72,20.80392156862745
256,50,72,20.91796875
257,28,72,20.945525291828794
258,49,72,21.05426356589147
259,36,72,21.111969111969113
260,46,72,21.20769230769231
261,29,72,21.237547892720308
262,33,72,21.282442748091604
263,26,72,21.30038022813688
264,16,72,21.28030303030303
265,31,72,21.316981132075473
266,31,72,21.353383458646615
267,25,72,21.367041198501873
268,35,72,21.417910447761194
269,19,72,21.4089219330855
270,30,72,21.44074074074074
271,60,72,21.583025830258304
272,43,72,21.66176470588235
273,26,72,21.67765567765568
274,37,72,21.733576642335766
275,32,72,21.77090909090909
276,55,72,21.891304347826086
277,13,72,21.859205776173287
278,69,72,22.028776978417266
279,14,72,22.0
280,28,72,22.021428571428572
281,82,82,22.234875444839858
282,22,82,22.23404255319149
283,12,82,22.197879858657245
284,20,82,22.190140845070424
285,41,82,22.256140350877192
286,39,82,22.314685314685313
287,30,82,22.341463414634145
288,24,82,22.34722222222222
289,48,82,22.43598615916955
290,32,82,22.46896551724138
291,22,82,22.467353951890033
292,35,82,22.51027397260274
293,17,82,22.49146757679181
294,70,82,22.653061224489797
295,20,82,22.64406779661017
296,38,82,22.695945945945947
297,15,82,22.67003367003367
298,55,82,22.778523489932887
299,42,82,22.842809364548494
300,41,82,22.903333333333332
301,50,82,22.993355481727576
302,22,82,22.990066225165563
303,30,82,23.013201320132012
304,14,82,22.98355263157895
305,52,82,23.078688524590163
306,37,82,23.124183006535947
307,48,82,23.205211726384366
308,39,82,23.256493506493506
309,20,82,23.245954692556634
310,47,82,23.322580645161292
311,28,82,23.337620578778136
312,67,82,23.477564102564102
313,29,82,23.49520766773163
314,17,82,23.47452229299363
315,33,82,23.504761904761907
316,49,82,23.585443037974684
317,34,82,23.618296529968454
318,42,82,23.67610062893082
319,33,82,23.705329153605014
320,39,82,23.753125
321,18,82,23.735202492211837
322,20,82,23.72360248447205
323,17,82,23.70278637770898
324,28,82,23.71604938271605
325,39,82,23.763076923076923
326,36,82,23.800613496932517
327,34,82,23.831804281345565
328,50,82,23.911585365853657
329,32,82,23.93617021276596
330,14,82,23.906060606060606
331,13,82,23.87311178247734
332,39,82,23.91867469879518
333,56,82,24.015015015015017
334,29,82,24.02994011976048
335,38,82,24.071641791044776
336,20,82,24.05952380952381
337,27,82,24.068249258160236
338,28,82,24.079881656804734
339,38,82,24.12094395280236
340,20,82,24.108823529411765
341,35,82,24.14076246334311
342,46,82,24.204678362573098
343,28,82,24.215743440233236
344,37,82,24.252906976744185
345,23,82,24.24927536231884
346,39,82,24.291907514450866
347,26,82,24.296829971181555
348,21,82,24.28735632183908
349,46,82,24.349570200573066
350,60,82,24.451428571428572
351,54,82,24.535612535612536
352,32,82,24.556818181818183
353,49,82,24.626062322946176
354,35,82,24.65536723163842
355,12,82,24.619718309859156
356,33,82,24.64325842696629
357,19,82,24.627450980392158
358,55,82,24.712290502793294
359,63,82,24.818941504178273
360,46,82,24.877777777777776
361,40,82,24.9196675900277
362,24,82,24.917127071823206
363,54,82,24.99724517906336
364,36,82,25.02747252747253
365,20,82,25.013698630136986
366,61,82,25.112021857923498
367,24,82,25.108991825613078
368,28,82,25.116847826086957
369,21,82,25.10569105691057
370,48,82,25.167567567567566
371,18,82,25.148247978436657
372,71,82,25.271505376344088
373,22,82,25.262734584450403
374,53,82,25.336898395721924
375,21,82,25.325333333333333
376,23,82,25.319148936170212
377,35,82,25.344827586206897
378,29,82,25.354497354497354
379,27,82,25.358839050131927
380,25,82,25.357894736842105
381,37,82,25.388451443569554
382,22,82,25.37958115183246
383,14,82,25.349869451697128
384,5,82,25.296875
385,29,82,25.306493506493506
386,43,82,25.352331606217618
387,33,82,25.372093023255815
388,34,82,25.394329896907216
389,15,82,25.367609254498714
390,42,82,25.41025641025641
391,30,82,25.421994884910486
392,59,82,25.507653061224488
393,25,82,25.506361323155215
394,20,82,25.492385786802032
395,35,82,25.51645569620253
396,23,82,25.51010101010101
397,54,82,25.581863979848865
398,37,82,25.610552763819097
399,42,82,25.651629072681704
400,55,82,25.725
401,16,82,25.700748129675812
402,32,82,25.71641791044776
403,46,82,25.766749379652605
404,35,82,25.78960396039604
405,31,82,25.80246913580247
406,58,82,25.88177339901478
407,43,82,25.923832923832922
408,43,82,25.965686274509803
409,26,82,25.965770171149146
410,44,82,26.009756097560974
411,29,82,26.017031630170315
412,25,82,26.014563106796118
413,26,82,26.01452784503632
414,49,82,26.070048309178745
415,14,82,26.040963855421687
416,20,82,26.026442307692307
417,21,82,26.014388489208635
418,45,82,26.059808612440193
419,38,82,26.088305489260144
420,24,82,26.083333333333332
421,20,82,26.068883610451305
422,47,82,26.118483412322274
423,43,82,26.15839243498818
424,45,82,26.202830188679247
425,48,82,26.254117647058823
426,40,82,26.28638497652582
427,29,82,26.292740046838407
428,70,82,26.39485981308411
429,32,82,26.407925407925408
430,38,82,26.434883720930234
431,28,82,26.438515081206496
432,44,82,26.479166666666668
433,13,82,26.448036951501155
434,54,82,26.51152073732719
435,36,82,26.533333333333335
436,46,82,26.577981651376145
437,37,82,26.601830663615562
438,30,82,26.60958904109589
439,54,82,26.671981776765374
440,19,82,26.654545454545456
441,15,82,26.6281179138322
442,9,82,26.58823529411765
443,12,82,26.55530474040632
444,23,82,26.5472972972973
445,45,82,26.58876404494382
446,51,82,26.643497757847534
447,29,82,26.648769574944073
448,19,82,26.631696428571427
449,44,82,26.670378619153674
450,51,82,26.724444444444444
451,27,82,26.725055432372507
452,48,82,26.77212389380531
453,41,82,26.80353200883002
454,42,82,26.837004405286343
455,24,82,26.83076923076923
456,12,82,26.79824561403509
457,33,82,26.811816192560176
458,29,82,26.816593886462883
459,28,82,26.81917211328976
460,60,82,26.891304347826086
461,33,82,26.904555314533624
462,17,82,26.883116883116884
463,47,82,26.92656587473002
464,37,82,26.948275862068964
465,27,82,26.948387096774194
466,24,82,26.94206008583691
467,34,82,26.957173447537475
468,33,82,26.97008547008547
469,37,82,26.99147121535181
470,51,82,27.04255319148936
471,47,82,27.084925690021233
472,33,82,27.097457627118644
473,50,82,27.145877378435518
474,40,82,27.172995780590718
475,30,82,27.178947368421053
476,17,82,27.157563025210084
477,28,82,27.159329140461217
478,54,82,27.215481171548117
479,28,82,27.217118997912316
480,60,82,27.285416666666666
481,31,82,27.293139293139294
482,25,82,27.28838174273859
483,45,82,27.32505175983437
484,19,82,27.30785123966942
